Name,City,State
San Diego Workforce Innovation High,Borrego Springs,CALIFORNIA
Uplift California North Charter,Ontario,CALIFORNIA
Uplift California South Charter,Bradley,CALIFORNIA
Brawley Union High,Brawley,CALIFORNIA
Desert Valley High (Continuation),Brawley,CALIFORNIA
Renaissance,Brawley,CALIFORNIA
Brea Canyon High (Continuation),Brea,CALIFORNIA
Brea-Olinda High,Brea,CALIFORNIA
Bret Harte Union High,Altaville,CALIFORNIA
Vallecito Continuation High,Angels Camp,CALIFORNIA
John Vierra High,Angels Camp,CALIFORNIA
Burbank High,Burbank,CALIFORNIA
Burroughs High,Burbank,CALIFORNIA
Magnolia Park,Burbank,CALIFORNIA
Burbank USD Community Day,Burbank,CALIFORNIA
Monterey High (Continuation),Burbank,CALIFORNIA
Burbank Unified Independent Learning Academy (BUILA),Burbank,CALIFORNIA
Butte Valley High,Dorris,CALIFORNIA
Cascade High,Dorris,CALIFORNIA
Half Moon Bay High,Half Moon Bay,CALIFORNIA
Pilarcitos Alternative High (Continuation),Half Moon Bay,CALIFORNIA
Calaveras High,San Andreas,CALIFORNIA
Gold Strike High,San Andreas,CALIFORNIA
Aurora High (Continuation),Calexico,CALIFORNIA
Calexico High,Calexico,CALIFORNIA
Calipatria High,Calipatria,CALIFORNIA
Calistoga Junior-Senior High,Calistoga,CALIFORNIA
Palisades High (Continuation),Calistoga,CALIFORNIA
Boynton High,San Jose,CALIFORNIA
Del Mar High,San Jose,CALIFORNIA
Prospect High,Saratoga,CALIFORNIA
Westmont High,Campbell,CALIFORNIA
Leigh High,San Jose,CALIFORNIA
Branham High,San Jose,CALIFORNIA
Camden Community Day,San Jose,CALIFORNIA
Capistrano Valley High,Mission Viejo,CALIFORNIA
Dana Hills High,Dana Point,CALIFORNIA
San Clemente High,San Clemente,CALIFORNIA
Junipero Serra High,San Juan Capistrano,CALIFORNIA
Aliso Niguel High,Aliso Viejo,CALIFORNIA
Tesoro High,Las Flores,CALIFORNIA
Bridges Community Day,San Juan Capistrano,CALIFORNIA
San Juan Hills High,San Juan Capistrano,CALIFORNIA
California Preparatory Academy,San Juan Capistrano,CALIFORNIA
Carlsbad High,Carlsbad,CALIFORNIA
Carlsbad Seaside Academy,Carlsbad,CALIFORNIA
Sage Creek High,Carlsbad,CALIFORNIA
Carmel Valley High,Carmel,CALIFORNIA
Carmel High,Carmel,CALIFORNIA
Carpinteria Senior High,Carpinteria,CALIFORNIA
Rincon High (Continuation),Carpinteria,CALIFORNIA
Foothill Alternative High,Carpinteria,CALIFORNIA
Castro Valley High,Castro Valley,CALIFORNIA
Redwood Continuation High,Castro Valley,CALIFORNIA
Roy A. Johnson High,Castro Valley,CALIFORNIA
Center High,Antelope,CALIFORNIA
McClellan High (Continuation),Antelope,CALIFORNIA
Hawthorne High,Hawthorne,CALIFORNIA
Leuzinger High,Lawndale,CALIFORNIA
R. K. Lloyde High,Lawndale,CALIFORNIA
Lawndale High,Lawndale,CALIFORNIA
Centinela Valley Independent Study,Hawthorne,CALIFORNIA
South Bay Academy Community Day,Lawndale,CALIFORNIA
Family First Charter,Lawndale,CALIFORNIA
New Opportunities Charter,Inglewood,CALIFORNIA
Central High East Campus,Fresno,CALIFORNIA
Pershing Continuation High,Fresno,CALIFORNIA
Pathway Community Day,Fresno,CALIFORNIA
Central Union High,El Centro,CALIFORNIA
Desert Oasis High (Continuation),El Centro,CALIFORNIA
Southwest High,El Centro,CALIFORNIA
Argus High (Continuation),Ceres,CALIFORNIA
Ceres High,Ceres,CALIFORNIA
Whitmore Charter High,Ceres,CALIFORNIA
Central Valley High,Ceres,CALIFORNIA
Alta Loma High,Alta Loma,CALIFORNIA
Chaffey High,Ontario,CALIFORNIA
Montclair High,Montclair,CALIFORNIA
Ontario High,Ontario,CALIFORNIA
Valley View High (Continuation),Ontario,CALIFORNIA
Rancho Cucamonga High,Rancho Cucamonga,CALIFORNIA
Chaffey Community Day,Ontario,CALIFORNIA
Etiwanda High,Etiwanda,CALIFORNIA
Los Osos High,Rancho Cucamonga,CALIFORNIA
Colony High,Ontario,CALIFORNIA
Chaffey District Online High,Ontario,CALIFORNIA
Arrow High (Continuation),Glendora,CALIFORNIA
Charter Oak High,Covina,CALIFORNIA
Bridges Community Day,Glendora,CALIFORNIA
Chico High,Chico,CALIFORNIA
Fair View High (Continuation),Chico,CALIFORNIA
Pleasant Valley High,Chico,CALIFORNIA
Academy for Change,Chico,CALIFORNIA
Inspire School of Arts and Sciences,Chico,CALIFORNIA
Center for Alternative Learning,Chico,CALIFORNIA
Boys Republic High,Chino,CALIFORNIA
Buena Vista Continuation High,Chino,CALIFORNIA
Chino High,Chino,CALIFORNIA
Don Antonio Lugo High,Chino,CALIFORNIA
Ruben S. Ayala High,Chino,CALIFORNIA
Chino Hills High,Chino Hills,CALIFORNIA
Chino Valley Learning Academy,Chino,CALIFORNIA
Chowchilla Union High,Chowchilla,CALIFORNIA
Gateway High (Continuation),Chowchilla,CALIFORNIA
Claremont High,Claremont,CALIFORNIA
San Antonio High (Continuation),Claremont,CALIFORNIA
Community Day,Claremont,CALIFORNIA
Cloverdale High,Cloverdale,CALIFORNIA
Johanna Echols-Hansen High (Continuation),Cloverdale,CALIFORNIA
Buchanan High,Clovis,CALIFORNIA
Clovis High,Clovis,CALIFORNIA
Clovis West High,Fresno,CALIFORNIA
Gateway High (Continuation),Clovis,CALIFORNIA
Clovis East High,Clovis,CALIFORNIA
Clovis Community Day Secondary,Clovis,CALIFORNIA
Clovis North High,Fresno,CALIFORNIA
Clovis Online Charter,Clovis,CALIFORNIA
Coachella Valley High,Thermal,CALIFORNIA
West Shores High,Salton City,CALIFORNIA
Desert Mirage High,Thermal,CALIFORNIA
NOVA Academy - Coachella,Santa Ana,CALIFORNIA
Coalinga High,Coalinga,CALIFORNIA
Cambridge High,Coalinga,CALIFORNIA
Miles W. Culwell Community Day,Coalinga,CALIFORNIA
Chesnut High (Continuation),Coalinga,CALIFORNIA
Bloomington High,Bloomington,CALIFORNIA
Colton High,Colton,CALIFORNIA
Slover Mountain High (Continuation),Colton,CALIFORNIA
Grand Terrace High Sch at the Ray Abril Jr. Edal Complex,Grand Terrace,CALIFORNIA
Colusa High,Colusa,CALIFORNIA
Colusa Alternative High (Continuation),Colusa,CALIFORNIA
Centennial High,Compton,CALIFORNIA
Compton High,Compton,CALIFORNIA
Dominguez High,Compton,CALIFORNIA
Cesar Chavez Continuation High,Compton,CALIFORNIA
Compton Community Day High,Compton,CALIFORNIA
Compton Early College High,Compton,CALIFORNIA
Conejo Valley High (Continuation),Thousand Oaks,CALIFORNIA
Newbury Park High,Newbury Park,CALIFORNIA
Thousand Oaks High,Thousand Oaks,CALIFORNIA
Westlake High,Westlake Village,CALIFORNIA
Century Academy,Thousand Oaks,CALIFORNIA
Leggett Valley High,Leggett,CALIFORNIA
Whale Gulch High,Whitethorn,CALIFORNIA
Corcoran High,Corcoran,CALIFORNIA
Mission Community Day,Corcoran,CALIFORNIA
Centennial Continuation High,Corning,CALIFORNIA
Corning High,Corning,CALIFORNIA
Lee V. Pollard High,Corona,CALIFORNIA
Corona Vista High,Corona,CALIFORNIA
Corona High,Corona,CALIFORNIA
Norco High,Norco,CALIFORNIA
Santiago High,Corona,CALIFORNIA
Centennial High,Corona,CALIFORNIA
Orange Grove High,Corona,CALIFORNIA
Eleanor Roosevelt High,Eastvale,CALIFORNIA
CNUSD Hybrid School of Innovation,Norco,CALIFORNIA
Coronado High,Coronado,CALIFORNIA
El Camino High,Rohnert Park,CALIFORNIA
Rancho Cotate High,Rohnert Park,CALIFORNIA
Technology High,Rohnert Park,CALIFORNIA
Credo High,Rohnert Park,CALIFORNIA
Fairvalley High (Continuation),Covina,CALIFORNIA
Covina High,Covina,CALIFORNIA
Northview High,Covina,CALIFORNIA
South Hills High,West Covina,CALIFORNIA
Culver City High,Culver City,CALIFORNIA
Lovell High,Cutler,CALIFORNIA
Orosi High,Orosi,CALIFORNIA
Cutler-Orosi Community Day,Cutler,CALIFORNIA
King (Martin Luther) High (Continuation),Davis,CALIFORNIA
Da Vinci Charter Academy,Davis,CALIFORNIA
Death Valley High Academy,Shoshone,CALIFORNIA
Shoshone High (Continuation),Shoshone,CALIFORNIA
Del Norte High,Crescent City,CALIFORNIA
Sunset High,Crescent City,CALIFORNIA
Delano High,Delano,CALIFORNIA
Valley High,Delano,CALIFORNIA
Cesar E. Chavez High,Delano,CALIFORNIA
Robert F. Kennedy High,Delano,CALIFORNIA
Denair High,Denair,CALIFORNIA
Indio High,Indio,CALIFORNIA
La Quinta High,La Quinta,CALIFORNIA
Amistad High (Continuation),Indio,CALIFORNIA
Palm Desert High,Palm Desert,CALIFORNIA
Shadow Hills High,Indio,CALIFORNIA
Dixon High,Dixon,CALIFORNIA
Dixon Community Day,Dixon,CALIFORNIA
Columbus Continuation,Downey,CALIFORNIA
Downey High,Downey,CALIFORNIA
Warren High,Downey,CALIFORNIA
Downey Community Day,Downey,CALIFORNIA
Duarte High,Duarte,CALIFORNIA
Mt. Olive Innovation and Technology High,Duarte,CALIFORNIA
Opportunities for Learning - Duarte,Pasadena,CALIFORNIA
California School of the Arts - San Gabriel Valley,Duarte,CALIFORNIA
Dunsmuir High,Dunsmuir,CALIFORNIA
Dunsmuir Joint Union High Community Day,Dunsmuir,CALIFORNIA
Durham High,Durham,CALIFORNIA
East Nicolaus High,Nicolaus,CALIFORNIA
Andrew P. Hill High,San Jose,CALIFORNIA
Independence High,San Jose,CALIFORNIA
James Lick High,San Jose,CALIFORNIA
Mt. Pleasant High,San Jose,CALIFORNIA
Oak Grove High,San Jose,CALIFORNIA
William C. Overfelt High,San Jose,CALIFORNIA
Piedmont Hills High,San Jose,CALIFORNIA
Santa Teresa High,San Jose,CALIFORNIA
Silver Creek High,San Jose,CALIFORNIA
Yerba Buena High,San Jose,CALIFORNIA
Latino College Preparatory Academy,San Jose,CALIFORNIA
Evergreen Valley High,San Jose,CALIFORNIA
Escuela Popular/Center for Training and Careers Family Lrng,San Jose,CALIFORNIA
KIPP San Jose Collegiate,San Jose,CALIFORNIA
Summit Public School: Rainier,San Jose,CALIFORNIA
ACE Charter High,San Jose,CALIFORNIA
Luis Valdez Leadership Academy,San Jose,CALIFORNIA
Alpha Cindy Avitia High,San Jose,CALIFORNIA
B. Roberto Cruz Leadership Academy,San Jose,CALIFORNIA
Coleville High,Coleville,CALIFORNIA
Lee Vining High,Lee Vining,CALIFORNIA
El Dorado High,Placerville,CALIFORNIA
Independence Continuation,Placerville,CALIFORNIA
Ponderosa High,Shingle Springs,CALIFORNIA
Oak Ridge High,El Dorado Hills,CALIFORNIA
Union Mine High,El Dorado,CALIFORNIA
EDUHSD Virtual Academy at Shenandoah,El Dorado,CALIFORNIA
South El Monte High,South El Monte,CALIFORNIA
Arroyo High,El Monte,CALIFORNIA
El Monte High,El Monte,CALIFORNIA
Mountain View High,El Monte,CALIFORNIA
Rosemead High,Rosemead,CALIFORNIA
El Monte Union High School Community Day,El Monte,CALIFORNIA
El Rancho High,Pico Rivera,CALIFORNIA
Ruben Salazar Continuation,Pico Rivera,CALIFORNIA
Ellen Ochoa Prep Academy,Pico Rivera,CALIFORNIA
El Segundo High,El Segundo,CALIFORNIA
Arena High (Continuation),El Segundo,CALIFORNIA
Daylor (William) High (Continuation),Sacramento,CALIFORNIA
Elk Grove High,Elk Grove,CALIFORNIA
Valley High,Sacramento,CALIFORNIA
Transition High (Continuation),Elk Grove,CALIFORNIA
Laguna Creek High,Elk Grove,CALIFORNIA
Sheldon High,Sacramento,CALIFORNIA
Calvine High,Sacramento,CALIFORNIA
Rio Cazadero High (Continuation),Sacramento,CALIFORNIA
Elk Grove Charter,Elk Grove,CALIFORNIA
Florin High,Sacramento,CALIFORNIA
Franklin High,Elk Grove,CALIFORNIA
Monterey Trail High,Elk Grove,CALIFORNIA
Pleasant Grove High,Elk Grove,CALIFORNIA
Cosumnes Oaks High,Elk Grove,CALIFORNIA
Emery Secondary,Emeryville,CALIFORNIA
Escalon High,Escalon,CALIFORNIA
Vista High (Continuation),Escalon,CALIFORNIA
Escondido High,Escondido,CALIFORNIA
Orange Glen High,Escondido,CALIFORNIA
San Pasqual High,Escondido,CALIFORNIA
Valley High (Continuation),Escondido,CALIFORNIA
Escondido Charter High,Escondido,CALIFORNIA
Classical Academy High,Escondido,CALIFORNIA
Del Lago Academy - Campus of Applied Science,Escondido,CALIFORNIA
Esparto High,Esparto,CALIFORNIA
Madison Community High,Esparto,CALIFORNIA
Armijo High,Fairfield,CALIFORNIA
Fairfield High,Fairfield,CALIFORNIA
Sem Yeto Continuation High,Fairfield,CALIFORNIA
Angelo Rodriguez High,Fairfield,CALIFORNIA
Matt Garcia Career and College Academy,Fairfield,CALIFORNIA
Public Safety Academy,Fairfield,CALIFORNIA
Burney Junior-Senior High,Burney,CALIFORNIA
Fall River Junior-Senior High,McArthur,CALIFORNIA
Soldier Mountain High (Continuation),McArthur,CALIFORNIA
Mountain View High (Continuation),Burney,CALIFORNIA
Fall River Community Day,McArthur,CALIFORNIA
Burney Community Day,Burney,CALIFORNIA
Fallbrook High,Fallbrook,CALIFORNIA
Ivy High (Continuation),Fallbrook,CALIFORNIA
Oasis High (Alternative),Fallbrook,CALIFORNIA
Fillmore Senior High,Fillmore,CALIFORNIA
Sierra High,Fillmore,CALIFORNIA
El Puente High,Firebaugh,CALIFORNIA
Firebaugh High,Firebaugh,CALIFORNIA
Cordova High,Rancho Cordova,CALIFORNIA
Folsom High,Folsom,CALIFORNIA
Kinney High (Continuation),Rancho Cordova,CALIFORNIA
Prospect Community Day School,Rancho Cordova,CALIFORNIA
Folsom Lake High,Folsom,CALIFORNIA
Vista del Lago High,Folsom,CALIFORNIA
Fontana High,Fontana,CALIFORNIA
Henry J. Kaiser High,Fontana,CALIFORNIA
Fontana A. B. Miller High,Fontana,CALIFORNIA
Summit High,Fontana,CALIFORNIA
Jurupa Hills High,Fontana,CALIFORNIA
Noyo High (Continuation),Fort Bragg,CALIFORNIA
Fort Bragg High,Fort Bragg,CALIFORNIA
Lighthouse Community Day,Fort Bragg,CALIFORNIA
Fortuna Union High,Fortuna,CALIFORNIA
Academy of the Redwoods,Fortuna,CALIFORNIA
Fowler Academy Continuation,Fowler,CALIFORNIA
Fowler High,Fowler,CALIFORNIA
Fowler Academy Community Day (9-12),Fowler,CALIFORNIA
Fowler Academy Independent Study,Fowler,CALIFORNIA
American High,Fremont,CALIFORNIA
Irvington High,Fremont,CALIFORNIA
John F. Kennedy High,Fremont,CALIFORNIA
Mission San Jose High,Fremont,CALIFORNIA
Robertson High (Continuation),Fremont,CALIFORNIA
Washington High,Fremont,CALIFORNIA
Vista Alternative,Fremont,CALIFORNIA
Young Adult Program,Fremont,CALIFORNIA
Cupertino High,Cupertino,CALIFORNIA
Fremont High,Sunnyvale,CALIFORNIA
Homestead High,Cupertino,CALIFORNIA
Lynbrook High,San Jose,CALIFORNIA
Monta Vista High,Cupertino,CALIFORNIA
Community Day,Sunnyvale,CALIFORNIA
Bullard High,Fresno,CALIFORNIA
Dewolf Continuation High,Fresno,CALIFORNIA
Edison High,Fresno,CALIFORNIA
Fresno High,Fresno,CALIFORNIA
Herbert Hoover High,Fresno,CALIFORNIA
McLane High,Fresno,CALIFORNIA
Roosevelt High,Fresno,CALIFORNIA
Cambridge Continuation High,Fresno,CALIFORNIA
School of Unlimited Learning,Fresno,CALIFORNIA
Sunnyside High,Fresno,CALIFORNIA
Florence E. Rata,Fresno,CALIFORNIA
Carter G. Woodson Public Charter,Fresno,CALIFORNIA
Erma Duncan Polytechnical High,Fresno,CALIFORNIA
Design Science Middle College High,Fresno,CALIFORNIA
University High,Fresno,CALIFORNIA
Phoenix Secondary,Fresno,CALIFORNIA
Buena Park High,Buena Park,CALIFORNIA
Fullerton Union High,Fullerton,CALIFORNIA
La Habra High,La Habra,CALIFORNIA
La Vista High (Continuation),Fullerton,CALIFORNIA
Sonora High,La Habra,CALIFORNIA
Sunny Hills High,Fullerton,CALIFORNIA
Troy High,Fullerton,CALIFORNIA
La Sierra High (Alternative),Fullerton,CALIFORNIA
Estrellita Continuation High,Galt,CALIFORNIA
Galt High,Galt,CALIFORNIA
Liberty Ranch High,Galt,CALIFORNIA
Bolsa Grande High,Garden Grove,CALIFORNIA
Garden Grove High,Garden Grove,CALIFORNIA
La Quinta High,Westminster,CALIFORNIA
Los Amigos High,Fountain Valley,CALIFORNIA
Pacifica High,Garden Grove,CALIFORNIA
Rancho Alamitos High,Garden Grove,CALIFORNIA
Santiago High,Garden Grove,CALIFORNIA
Marie L. Hare High,Garden Grove,CALIFORNIA
Central Valley High,Redding,CALIFORNIA
Gateway Community Day,Redding,CALIFORNIA
Buena Vista High,Geyserville,CALIFORNIA
Geyserville New Tech Academy,Geyserville,CALIFORNIA
Gilroy High,Gilroy,CALIFORNIA
Mt. Madonna High,Gilroy,CALIFORNIA
Dr. TJ Owens Gilroy Early College Academy,Gilroy,CALIFORNIA
Christopher High,Gilroy,CALIFORNIA
Crescenta Valley High,La Crescenta,CALIFORNIA
Daily (Allan F.) High (Continuation),Glendale,CALIFORNIA
Glendale High,Glendale,CALIFORNIA
Herbert Hoover High,Glendale,CALIFORNIA
Anderson W. Clark Magnet High,La Crescenta,CALIFORNIA
Glendora High,Glendora,CALIFORNIA
Whitcomb Continuation High,Glendora,CALIFORNIA
Chaparral High,El Cajon,CALIFORNIA
El Cajon Valley High,El Cajon,CALIFORNIA
El Capitan High,Lakeside,CALIFORNIA
Granite Hills High,El Cajon,CALIFORNIA
Grossmont High,La Mesa,CALIFORNIA
Helix High,La Mesa,CALIFORNIA
Monte Vista High,Spring Valley,CALIFORNIA
Mount Miguel High,Spring Valley,CALIFORNIA
Santana High,Santee,CALIFORNIA
Valhalla High,El Cajon,CALIFORNIA
Steele Canyon High,Spring Valley,CALIFORNIA
West Hills High,Santee,CALIFORNIA
Elite Academy,El Cajon,CALIFORNIA
REACH Academy,La Mesa,CALIFORNIA
MERIT Academy,La Mesa,CALIFORNIA
IDEA Center,El Cajon,CALIFORNIA
Gustine High,Gustine,CALIFORNIA
Pioneer High (Continuation),Gustine,CALIFORNIA
La Puente High,La Puente,CALIFORNIA
Los Altos High,Hacienda Heights,CALIFORNIA
Valley Alternative High (Continuation),Hacienda Heights,CALIFORNIA
Glen A. Wilson High,Hacienda Heights,CALIFORNIA
William Workman High,City Of Industry,CALIFORNIA
Valley Community Day,Hacienda Heights,CALIFORNIA
Palm Canyon,Hacienda Heights,CALIFORNIA
Hanford High,Hanford,CALIFORNIA
Earl F. Johnson High (Continuation),Hanford,CALIFORNIA
Hanford Community Day,Hanford,CALIFORNIA
Hanford West High,Hanford,CALIFORNIA
Sierra Pacific High,Hanford,CALIFORNIA
Hawthorne Math and Science Academy,Hawthorne,CALIFORNIA
Hayward High,Hayward,CALIFORNIA
Brenkwitz High,Hayward,CALIFORNIA
Mt. Eden High,Hayward,CALIFORNIA
Tennyson High,Hayward,CALIFORNIA
Leadership Public Schools - Hayward,Oakland,CALIFORNIA
Impact Academy of Arts & Technology,Hayward,CALIFORNIA
Silver Oak High Public Montessori Charter,Hayward,CALIFORNIA
Academy of Careers and Exploration,Helendale,CALIFORNIA
Alessandro High,Hemet,CALIFORNIA
Hemet High,Hemet,CALIFORNIA
Helen Hunt Jackson College Prep High School,Hemet,CALIFORNIA
West Valley High,Hemet,CALIFORNIA
Hamilton High,Anza,CALIFORNIA
Tahquitz High,Hemet,CALIFORNIA
Western Center Academy,Hemet,CALIFORNIA
Aspire Community Day,Hemet,CALIFORNIA
Hilmar High,Hilmar,CALIFORNIA
Colony Basic Skills Alternative High,Hilmar,CALIFORNIA
Irwin High (Continuation),Hilmar,CALIFORNIA
Holtville High,Holtville,CALIFORNIA
Sam Webb Continuation,Holtville,CALIFORNIA
Edison High,Huntington Beach,CALIFORNIA
Fountain Valley High,Fountain Valley,CALIFORNIA
Huntington Beach High,Huntington Beach,CALIFORNIA
Marina High,Huntington Beach,CALIFORNIA
Ocean View High,Huntington Beach,CALIFORNIA
Westminster High,Westminster,CALIFORNIA
Valley Vista High (Continuation),Fountain Valley,CALIFORNIA
Coast High,Huntington Beach,CALIFORNIA
Imperial Ave. Holbrook High,Imperial,CALIFORNIA
Imperial High,Imperial,CALIFORNIA
Inglewood High,Inglewood,CALIFORNIA
Morningside High School,Inglewood,CALIFORNIA
Inglewood Continuation High,Inglewood,CALIFORNIA
City Honors College Preparatory Academy,Inglewood,CALIFORNIA
Animo Inglewood Charter High,Los Angeles,CALIFORNIA
Thornton High,Daly City,CALIFORNIA
Jefferson High,Daly City,CALIFORNIA
Oceana High,Pacifica,CALIFORNIA
Terra Nova High,Pacifica,CALIFORNIA
Westmoor High,Daly City,CALIFORNIA
Summit Public School: Shasta,Daly City,CALIFORNIA
John Swett High,Crockett,CALIFORNIA
Julian High,Julian,CALIFORNIA
Nueva Vista Continuation High,Jurupa Valley,CALIFORNIA
Rubidoux High,Jurupa Valley,CALIFORNIA
Steps Community Day,Jurupa Valley,CALIFORNIA
Jurupa Valley High,Jurupa Valley,CALIFORNIA
Patriot High,Jurupa Valley,CALIFORNIA
Rivercrest Preparatory,Jurupa Valley,CALIFORNIA
Ed Donaldson Education Center,Kelseyville,CALIFORNIA
Kelseyville High,Kelseyville,CALIFORNIA
Kelseyville Community Day,Kelseyville,CALIFORNIA
Enterprise High,Kerman,CALIFORNIA
Kerman High,Kerman,CALIFORNIA
Centennial High,Bakersfield,CALIFORNIA
Arvin High,Arvin,CALIFORNIA
Bakersfield High,Bakersfield,CALIFORNIA
Central Valley High (Continuation),Shafter,CALIFORNIA
East Bakersfield High,Bakersfield,CALIFORNIA
Foothill High,Bakersfield,CALIFORNIA
Highland High,Bakersfield,CALIFORNIA
Kern Valley High,Lake Isabella,CALIFORNIA
North High,Bakersfield,CALIFORNIA
Nueva Continuation High,Lamont,CALIFORNIA
Shafter High,Shafter,CALIFORNIA
South High,Bakersfield,CALIFORNIA
Vista Continuation High,Bakersfield,CALIFORNIA
West High,Bakersfield,CALIFORNIA
Ridgeview High,Bakersfield,CALIFORNIA
Kern Workforce 2000 Academy,Bakersfield,CALIFORNIA
Liberty High,Bakersfield,CALIFORNIA
Vista West Continuation High,Bakersfield,CALIFORNIA
Stockdale High,Bakersfield,CALIFORNIA
Golden Valley High,Bakersfield,CALIFORNIA
Frontier High,Bakersfield,CALIFORNIA
Independence High,Bakersfield,CALIFORNIA
Mira Monte High,Bakersfield,CALIFORNIA
Tierra Del Sol Continuation High,Bakersfield,CALIFORNIA
King City High,King City,CALIFORNIA
Portola-Butler Continuation High,King City,CALIFORNIA
Greenfield High,Greenfield,CALIFORNIA
Pinnacle Academy Charter - Independent Study,King City,CALIFORNIA
Kings Canyon Continuation,Reedley,CALIFORNIA
Reedley High,Reedley,CALIFORNIA
Orange Cove High,Orange Cove,CALIFORNIA
Dunlap Leadership Academy,Dunlap,CALIFORNIA
Reedley Middle College High,Reedley,CALIFORNIA
Kingsburg High,Kingsburg,CALIFORNIA
Oasis Continuation High,Kingsburg,CALIFORNIA
Kingsburg Independent Study High,Kingsburg,CALIFORNIA
Captain John Continuation High,Hoopa,CALIFORNIA
Hoopa Valley High,Hoopa,CALIFORNIA
Carle (William C.) High (Continuation),Lower Lake,CALIFORNIA
Lower Lake High,Lower Lake,CALIFORNIA
La Canada High,La Canada,CALIFORNIA
Pescadero High,Pescadero,CALIFORNIA
Laguna Beach High,Laguna Beach,CALIFORNIA
Transitional Learning Center (Continuation),South Lake Tahoe,CALIFORNIA
Mt. Tallac High,South Lake Tahoe,CALIFORNIA
South Tahoe High,South Lake Tahoe,CALIFORNIA
Clear Lake High,Lakeport,CALIFORNIA
Natural High (Continuation),Lakeport,CALIFORNIA
River Valley Charter,Lakeside,CALIFORNIA
Agoura High,Agoura,CALIFORNIA
Calabasas High,Calabasas,CALIFORNIA
Indian Hills Continuation High,Agoura,CALIFORNIA
Lassen High,Susanville,CALIFORNIA
Lassen Community Day,Susanville,CALIFORNIA
Laton High,Laton,CALIFORNIA
Environmental Charter High,Lawndale,CALIFORNIA
Le Grand High,Le Grand,CALIFORNIA
Granada High,Planada,CALIFORNIA
Lemoore High,Lemoore,CALIFORNIA
Jamison (Donald C.) High (Continuation),Lemoore,CALIFORNIA
Lemoore Middle College High,Lemoore,CALIFORNIA
Lemoore Online College Preparatory High,Lemoore,CALIFORNIA
Animo Leadership High,Los Angeles,CALIFORNIA
Lennox Mathematics Science and Technology Academy,Lennox,CALIFORNIA
La Paloma High (Continuation),Brentwood,CALIFORNIA
Liberty High,Brentwood,CALIFORNIA
Freedom High,Oakley,CALIFORNIA
Independence High,Brentwood,CALIFORNIA
Heritage High,Brentwood,CALIFORNIA
Lincoln High,Stockton,CALIFORNIA
Village Oaks High,Stockton,CALIFORNIA
Linden High,Linden,CALIFORNIA
Pride Continuation,Stockton,CALIFORNIA
Lindsay Senior High,Lindsay,CALIFORNIA
John J. Cairns Continuation,Lindsay,CALIFORNIA
Lindsay Community Day,Lindsay,CALIFORNIA
Cypress Charter High,Santa Cruz,CALIFORNIA
Live Oak High,Live Oak,CALIFORNIA
Valley Oak Continuation High,Live Oak,CALIFORNIA
Del Valle Continuation High,Livermore,CALIFORNIA
Granada High,Livermore,CALIFORNIA
Livermore High,Livermore,CALIFORNIA
Liberty High,Lodi,CALIFORNIA
Lodi High,Lodi,CALIFORNIA
Tokay High,Lodi,CALIFORNIA
Plaza Robles Continuation High,Stockton,CALIFORNIA
Middle College High,Stockton,CALIFORNIA
Bear Creek High,Stockton,CALIFORNIA
Aspire Benjamin Holt College Preparatory Academy,Oakland,CALIFORNIA
Ronald E. McNair High,Stockton,CALIFORNIA
Walter J. Katnich Community Day,Lodi,CALIFORNIA
Cabrillo High,Lompoc,CALIFORNIA
Lompoc High,Lompoc,CALIFORNIA
Maple High,Lompoc,CALIFORNIA
Dr Bob Forinash Community Day,Lompoc,CALIFORNIA
Lone Pine High,Lone Pine,CALIFORNIA
Jordan High,Long Beach,CALIFORNIA
